file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\LineUtilsTest.java,org.jfree.chart.internal.LineUtilsTest,class,2,3,1,2,7,1,0,10,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,76,1,0,0,0,0,0,133,13,4,6,1,0,0,0,40,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\labels\IntervalCategoryItemLabelGeneratorTest.java,org.jfree.chart.labels.IntervalCategoryItemLabelGeneratorTest,class,4,4,0,4,5,1,0,10,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,0,9,0,13,0,9,0,0,0,0,43,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\title\ShortTextTitleTest.java,org.jfree.chart.title.ShortTextTitleTest,class,3,3,0,3,4,1,0,9,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,8,0,10,0,10,0,0,0,0,41,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\ChartRenderingInfoTest.java,org.jfree.chart.ChartRenderingInfoTest,class,5,5,0,5,4,1,0,16,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,48,10,0,10,0,0,0,0,39,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\PolarPlotTest.java,org.jfree.chart.plot.PolarPlotTest,class,13,13,0,13,8,1,0,37,28,0.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,220,0,0,0,0,0,25,190,54,0,36,0,0,0,0,79,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\general\DatasetUtilsTest.java,org.jfree.data.general.DatasetUtilsTest,class,30,31,1,30,72,1,0,61,598,0.4,0.40491804,0.40491804,65,0,61,4,0,0,61,0,0,0,1,1,0,1,0,0,1,0,27,886,4,0,0,4,0,235,767,301,2,210,1,0,0,0,231,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\ValueMarkerTest.java,org.jfree.chart.plot.ValueMarkerTest,class,7,7,0,7,8,1,0,29,13,0.6428572,0.0952381,0.14285715,7,0,7,0,0,0,7,0,0,0,2,1,0,1,0,1,1,0,2,110,0,0,0,1,0,5,57,19,0,15,1,0,0,0,75,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\XYDrawableAnnotationTest.java,org.jfree.chart.annotations.XYDrawableAnnotationTest,class,6,6,0,6,5,1,0,9,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,70,21,0,11,0,0,1,0,47,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\CategoryTableXYDatasetTest.java,org.jfree.data.xy.CategoryTableXYDatasetTest,class,4,4,0,4,6,1,0,15,13,0.6666667,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,1,0,1,0,0,1,0,1,89,0,0,0,0,0,20,100,11,0,11,0,0,0,0,68,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\TimePeriodValuesTest.java,org.jfree.data.time.TimePeriodValuesTest,class,10,10,0,10,13,1,0,23,64,0.8333333,0.0,0.0,12,0,12,0,0,0,12,0,0,0,1,1,0,0,0,1,1,0,1,149,0,0,0,1,0,15,121,27,0,25,1,0,1,0,96,1,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\HighLowRendererTest.java,org.jfree.chart.renderer.xy.HighLowRendererTest,class,8,8,0,8,6,1,0,17,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,3,22,21,0,16,0,0,0,0,71,1,0
