file,class,method,variable,usage
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization5/0,domainAxis2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization5/0,rangeAxis2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSetRenderer/0,renderer,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSetRenderer/0,plot,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSetRenderer/0,listener,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAddRangeMarker/0,listeners,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAddRangeMarker/0,plot,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAddRangeMarker/0,m,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRangeAxisIndex/0,plot,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRangeAxisIndex/0,pass,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRangeAxisIndex/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRangeAxisIndex/0,rangeAxis1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRangeAxisIndex/0,domainAxis1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRangeAxisIndex/0,rangeAxis2,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRendererForDataset2/0,yAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRendererForDataset2/0,renderer,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRendererForDataset2/0,xAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRendererForDataset2/0,plot,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRendererForDataset2/0,renderer2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRendererForDataset2/0,dataset2,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetRendererForDataset2/0,dataset,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,yAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,renderer,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,yMarker1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,xAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,plot,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,renderer2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,dataset2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,dataset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRangeMarkerIndices/0,yAxis2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization/0,p1,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization/0,renderer,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization/0,p2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization/0,rangeAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization/0,domainAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization/0,dataset,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testEquals_ObjectList4/0,p1,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testEquals_ObjectList4/0,p2,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetDomainAxisIndex/0,plot,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetDomainAxisIndex/0,pass,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetDomainAxisIndex/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetDomainAxisIndex/0,rangeAxis1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetDomainAxisIndex/0,domainAxis1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testGetDomainAxisIndex/0,domainAxis2,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testConstructor/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAddDomainMarker/0,listeners,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAddDomainMarker/0,plot,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAddDomainMarker/0,m,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,yAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,renderer,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,xAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,xMarker1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,plot,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,xAxis2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,renderer2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,dataset2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testDomainMarkerIndices/0,dataset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testMapDatasetToRangeAxis/0,yAxis,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testMapDatasetToRangeAxis/0,renderer,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testMapDatasetToRangeAxis/0,xAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testMapDatasetToRangeAxis/0,plot,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testMapDatasetToRangeAxis/0,dataset2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testMapDatasetToRangeAxis/0,dataset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testMapDatasetToRangeAxis/0,yAxis2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testEquals_ObjectList5/0,p1,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testEquals_ObjectList5/0,p2,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testBug2817504/0,r2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testBug2817504/0,p1,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testBug2817504/0,p2,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testBug2817504/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testBug2817504/0,r1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,test1654215/0,image,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,test1654215/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,test1654215/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,test1654215/0,g2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,test1654215/0,dataset,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,test1654215/0,chart,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisIndices/0,yAxis,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisIndices/0,renderer,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisIndices/0,xAxis,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisIndices/0,plot,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisIndices/0,xAxis2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisIndices/0,dataset,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisIndices/0,yAxis2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testRemoveRangeMarker/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testEquals_ObjectList2/0,p1,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testEquals_ObjectList2/0,p2,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisRange/0,r,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisRange/0,plot,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisRange/0,datasetA,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testAxisRange/0,datasetB,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning3/0,p1,7
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning3/0,p2,7
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning3/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning3/0,c1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning2/0,p1,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning2/0,p2,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning2/0,ra1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning2/0,da1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testCloning2/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization2/0,p1,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization2/0,renderer,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization2/0,p2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization2/0,data,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization2/0,rangeAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,org.jfree.chart.plot.CategoryPlotTest,testSerialization2/0,domainAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testCloneRectangularShape/0,r2,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testCloneRectangularShape/0,r1,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testCloneLine2D/0,line2,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testCloneLine2D/0,line1,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testEqualsLine2D/0,line2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testEqualsLine2D/0,line1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testEqualsEllipse2D/0,line2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testEqualsEllipse2D/0,line1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testClonePath2D/0,p1,11
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,org.jfree.chart.internal.ShapeUtilsTest,testClonePath2D/0,p2,7
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesTest.java,org.jfree.data.xy.YIntervalSeriesTest,testSerialization/0,s1,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesTest.java,org.jfree.data.xy.YIntervalSeriesTest,testSerialization/0,s2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesTest.java,org.jfree.data.xy.YIntervalSeriesTest,testIndexOf2/0,s1,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesTest.java,org.jfree.data.xy.YIntervalSeriesTest,testEquals/0,s1,19
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\YIntervalSeriesTest.java,org.jfree.data.xy.YIntervalSeriesTest,testEquals/0,s2,19
