file,class,method,variable,usage
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\SerialUtilsTest.java,org.jfree.chart.internal.SerialUtilsTest$ObjectWithMapOfPaint,readObject/1[java.io.ObjectInputStream],stream,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\SerialUtilsTest.java,org.jfree.chart.internal.SerialUtilsTest$ObjectWithMapOfPaint,writeObject/1[java.io.ObjectOutputStream],stream,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\internal\SerialUtilsTest.java,org.jfree.chart.internal.SerialUtilsTest$ObjectWithMapOfPaint,"ObjectWithMapOfPaint/1[java.util.Map<java.lang.Integer,java.awt.Paint>]",map,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testHashcode/0,a1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testHashcode/0,a2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testHashcode/0,h1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testHashcode/0,h2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testEquals/0,a1,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testEquals/0,a2,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testPublicCloneable/0,a1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testSerialization/0,a1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testSerialization/0,a2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testCloning/0,a1,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,org.jfree.chart.annotations.CategoryTextAnnotationTest,testCloning/0,a2,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange1/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange1/0,series,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange1/0,axis,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange1/0,dataset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange1/0,chart,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange1/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange1/0,axis,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange1/0,dataset,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange1/0,chart,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testRefreshTicksWithZeroTickUnit/0,area,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testRefreshTicksWithZeroTickUnit/0,image,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testRefreshTicksWithZeroTickUnit/0,state,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testRefreshTicksWithZeroTickUnit/0,g2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testRefreshTicksWithZeroTickUnit/0,axis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTickMarksVisibleDefault/0,axis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testSerialization/0,a1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testSerialization/0,a2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testCloning/0,a1,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testCloning/0,a2,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testHashCode/0,a1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testHashCode/0,a2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testHashCode/0,h1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testHashCode/0,h2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,y1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,y2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,x1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,x2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,y3,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,y4,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,x3,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,axis,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,x4,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testTranslateJava2DToValue/0,dataArea,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testEquals/0,a1,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testEquals/0,a2,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testSetLowerBound/0,axis,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange2/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange2/0,series,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange2/0,axis,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange2/0,dataset,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testXYAutoRange2/0,chart,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange3/0,plot,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange3/0,dataset2,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange3/0,axis,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange3/0,dataset,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\axis\LogAxisTest.java,org.jfree.chart.axis.LogAxisTest,testAutoRange3/0,chart,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testEquals/0,k1,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testEquals/0,k2,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveColumnByKey/0,data,7
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveColumnByKey/0,pass,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveColumnByKey/0,e,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testGetValueByKey/0,data,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testGetValueByKey/0,pass,11
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testGetValueByKey/0,e,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveColumnByIndex/0,data,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveColumnByIndex/0,pass,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveColumnByIndex/0,e,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testSerialization/0,ko2D2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testSerialization/0,ko2D1,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testGetValueByIndex/0,data,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testGetValueByIndex/0,pass,11
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testGetValueByIndex/0,e,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testSetObject/0,data,10
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testSetObject/0,pass,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testSetObject/0,e,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveValue/0,data,6
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveRowByKey/0,data,7
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveRowByKey/0,pass,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveRowByKey/0,e,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testCloning/0,o1,9
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testCloning/0,o2,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveRowByIndex/0,data,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveRowByIndex/0,pass,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\KeyedObjects2DTest.java,org.jfree.data.KeyedObjects2DTest,testRemoveRowByIndex/0,e,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testEquals/0,r2,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testEquals/0,s,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testEquals/0,r1,8
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testBug1593156/0,renderer,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testBug1593156/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testBug1593156/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testBug1593156/0,dataset,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testBug1593156/0,chart,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testBug1593156/0,s1,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testBug1593156/0,s2,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testCloning/0,r2,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testCloning/0,r1,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testSerialization/0,r2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testSerialization/0,r1,4
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testHashcode/0,r2,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testHashcode/0,h1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testHashcode/0,h2,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testHashcode/0,r1,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testDrawWithNullInfo/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testDrawWithNullInfo/0,e,0
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testDrawWithNullInfo/0,dataset,3
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testDrawWithNullInfo/0,chart,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testDrawWithNullInfo/0,s1,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testDrawWithNullInfo/0,s2,5
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testFindRangeBounds/0,rangeAxis,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testFindRangeBounds/0,plot,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testFindRangeBounds/0,bounds,2
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testFindRangeBounds/0,dataset,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testFindRangeBounds/0,chart,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\xy\StackedXYAreaRendererTest.java,org.jfree.chart.renderer.xy.StackedXYAreaRendererTest,testPublicCloneable/0,r1,1
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java,org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest$Anonymous2,"getQ1Value/2[java.lang.String,java.lang.String]",columnKey,0
