file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdate/0,false,276,2,0,0,0,2,6,13,0,1,0,6,0,0,0,0,1,0,1,10,1,0,1,0,0,0,14,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testRemove/0,false,211,2,0,0,0,1,5,11,0,1,0,5,0,0,0,0,0,0,1,13,1,0,0,0,0,0,8,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testAdditionOfDuplicateXValues/0,false,258,2,0,0,0,1,4,13,0,1,0,4,0,0,0,0,0,0,1,20,1,0,0,0,0,0,26,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testIndexOf3/0,false,198,2,0,0,0,1,3,8,0,1,0,3,0,0,0,0,0,0,1,10,1,0,0,0,0,0,18,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testAddOrUpdate/0,false,308,3,0,0,0,1,6,16,0,2,0,6,0,0,0,0,0,0,1,19,4,0,0,0,0,0,22,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testAdd/0,false,364,2,0,0,0,1,4,17,0,1,0,4,0,0,0,0,0,0,1,28,1,0,0,0,0,0,19,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testDelete/0,false,523,2,0,0,0,1,10,17,0,1,0,10,0,0,0,0,0,0,1,23,1,0,0,0,0,0,9,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testSerialization/0,false,157,3,1,0,1,1,3,6,0,2,0,3,0,0,0,0,0,0,1,2,2,0,0,0,0,0,11,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testAddOrUpdate2/0,false,331,2,0,0,0,1,5,13,0,1,0,5,0,0,0,0,0,0,1,20,1,0,0,0,0,0,22,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdate2/0,false,295,2,0,0,0,1,4,8,0,1,0,4,0,0,0,0,0,0,1,10,1,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testGetMaxX/0,false,569,2,0,0,0,1,5,14,0,1,0,5,0,0,0,0,0,0,1,13,1,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testGetMinY/0,false,593,2,0,0,0,1,5,14,0,1,0,5,0,0,0,0,0,0,1,13,1,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testCloning3/0,false,141,2,0,0,0,1,4,9,0,2,0,4,0,0,0,0,0,0,1,4,2,0,0,0,0,0,18,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testIndexOf2/0,false,183,2,0,0,0,1,3,9,0,1,0,3,0,0,0,0,0,0,1,12,1,0,0,0,0,0,14,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testEquals/0,false,55,2,0,0,0,1,3,12,0,2,0,3,0,0,0,0,0,0,2,8,2,0,0,0,0,0,15,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testAddOrUpdate3/0,false,349,2,0,0,0,1,4,10,0,1,0,4,0,0,0,0,0,0,1,13,1,0,0,0,0,0,11,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testHashCode/0,false,73,2,0,0,0,1,3,22,0,2,0,3,0,0,0,0,0,0,2,14,2,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testSetMaximumItemCount2/0,false,402,2,0,0,0,1,5,9,0,1,0,5,0,0,0,0,0,0,1,11,1,0,0,0,0,0,17,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testCloning2/0,false,120,2,0,0,0,1,4,12,0,2,0,4,0,0,0,0,0,0,1,9,2,0,0,0,0,0,18,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testGetMaxY/0,false,617,2,0,0,0,1,5,14,0,1,0,5,0,0,0,0,0,0,1,13,1,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testIndexOf/0,false,168,2,0,0,0,1,3,10,0,1,0,3,0,0,0,0,0,0,1,14,1,0,0,0,0,0,9,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testGetMaxY2/0,false,643,2,0,0,0,1,3,9,0,1,0,3,0,0,0,0,0,0,0,11,1,0,0,0,0,0,15,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testSetMaximumItemCount/0,false,386,2,0,0,0,1,6,11,0,1,0,6,0,0,0,0,0,0,1,12,1,0,0,0,0,0,16,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testSetMaximumItemCount3/0,false,417,2,0,0,0,1,9,16,0,1,0,9,0,0,0,0,0,0,1,21,1,0,0,0,0,0,21,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdateByIndex3/0,false,732,2,0,0,0,1,5,9,0,1,0,5,0,0,0,0,0,0,1,10,1,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testCloning/0,false,105,2,0,0,0,1,6,8,0,2,0,6,0,0,0,0,0,0,1,2,2,0,0,0,0,0,14,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testRemove2/0,false,229,2,0,0,0,1,8,20,0,1,0,8,0,0,0,0,0,0,1,23,1,0,0,0,0,0,9,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testToArray/0,false,457,3,0,0,0,1,5,21,0,2,0,5,0,0,0,0,0,0,1,29,4,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdateByIndex2/0,false,707,2,0,0,0,1,7,16,0,1,0,7,0,0,0,0,0,0,1,15,1,0,0,0,0,0,13,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdateByIndex/0,false,677,2,0,0,0,1,7,20,0,1,0,7,0,0,0,0,0,0,1,19,1,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testBug1955483/0,false,510,2,0,0,0,1,4,8,0,1,0,4,0,0,0,0,0,0,1,9,1,0,0,0,0,0,10,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testClear/0,false,657,2,0,0,0,1,10,13,0,1,0,10,0,0,0,0,0,0,1,8,1,0,0,0,0,0,9,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testToArrayExample/0,false,485,3,0,0,0,1,11,20,0,2,0,11,0,0,0,0,0,0,3,34,2,0,0,0,0,0,16,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testSetMaximumItemCount4/0,false,439,2,0,0,0,1,9,13,0,1,0,9,0,0,0,0,0,0,1,15,1,0,0,0,0,0,21,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testUpdateXY/0,false,747,2,0,0,0,1,7,12,0,1,0,7,0,0,0,0,0,0,1,9,1,0,0,0,0,0,13,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\xy\XYSeriesTest.java,org.jfree.data.xy.XYSeriesTest,testGetMinX/0,false,545,2,0,0,0,1,5,14,0,1,0,5,0,0,0,0,0,0,1,13,1,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testEquals/0,false,72,2,0,0,0,1,2,10,0,2,0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,16,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testGenerateLabel/0,false,58,4,0,0,0,1,3,8,0,2,0,3,0,0,0,0,0,0,5,2,2,0,0,0,0,0,16,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testSerialization/0,false,126,3,1,0,1,1,2,5,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,17,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testHashCode/0,false,90,2,0,0,0,1,2,6,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testPublicCloneable/0,false,116,3,0,0,0,1,1,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest,testCloning/0,false,103,2,0,0,0,1,5,7,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,20,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,plotChanged/1[org.jfree.chart.plot.flow.PlotChangeEvent],false,66,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,testSerialization/0,false,271,3,1,0,1,1,2,5,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,testEquals/0,false,164,3,1,0,1,1,2,7,0,2,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,18,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeColorTriggersChangeEvent/0,false,71,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setNodeMarginTriggersChangeEvent/0,false,116,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,13,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeLabelOffsetYTriggersChangeEvent/0,false,107,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,16,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setNodeLabelAlignmentTriggersChangeEvent/0,false,125,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setFlowMarginTriggersChangeEvent/0,false,143,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,12,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setNodeFillColorTriggersChangeEvent/0,false,134,3,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,14,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeLabelOffsetXTriggersChangeEvent/0,false,98,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,16,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,"testIndependence/2[org.jfree.chart.plot.flow.FlowPlot,org.jfree.chart.plot.flow.FlowPlot]",false,197,3,2,2,0,1,15,56,0,2,2,15,0,0,0,0,0,0,4,14,2,0,0,0,0,0,24,2,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setToolTipGeneratorTriggersChangeEvent/0,false,152,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeLabelPaintTriggersChangeEvent/0,false,89,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,setDefaultNodeLabelFontTriggersChangeEvent/0,false,80,2,0,0,0,1,3,7,0,1,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,15,1,0,false
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\plot\flow\FlowPlotTest.java,org.jfree.chart.plot.flow.FlowPlotTest,testCloning/0,false,180,4,1,0,1,1,7,9,0,2,0,7,1,1,0,0,0,0,1,1,2,0,0,0,0,0,18,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,testCloning/0,false,91,4,0,0,0,1,9,12,0,3,0,9,0,0,0,0,0,0,1,5,3,0,0,0,0,0,22,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,testSerialization/0,false,110,5,1,0,1,1,4,8,0,3,0,4,0,0,0,0,0,0,1,5,3,0,0,0,0,0,19,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,test1170825/0,false,124,3,0,0,0,3,3,13,0,2,0,3,0,0,0,0,1,0,1,1,2,0,1,0,0,0,28,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,testRemoveSeries_int/0,false,163,3,0,0,0,1,5,16,0,5,0,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,19,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,testRemoveSeries/0,false,185,3,0,0,0,1,5,16,0,5,0,5,0,0,0,0,0,0,4,3,5,0,0,0,0,0,18,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,testHashcode/0,false,143,4,0,0,0,1,4,14,0,6,0,4,0,0,0,0,0,0,2,10,6,0,0,0,0,0,26,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,datasetChanged/1[org.jfree.data.time.ohlc.DatasetChangeEvent],false,234,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,testEquals/0,false,59,4,0,0,0,1,5,21,0,4,0,5,0,0,0,0,0,0,4,10,4,0,0,0,0,0,24,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\time\ohlc\OHLCSeriesCollectionTest.java,org.jfree.data.time.ohlc.OHLCSeriesCollectionTest,testRemoveAllSeries/0,false,206,3,0,0,0,1,7,15,0,3,0,7,0,0,0,0,0,0,2,1,5,0,0,0,0,0,22,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\function\PolynomialFunction2DTest.java,org.jfree.data.function.PolynomialFunction2DTest,testSerialization/0,false,115,4,1,0,1,1,2,5,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\function\PolynomialFunction2DTest.java,org.jfree.data.function.PolynomialFunction2DTest,testGetOrder/0,false,89,3,0,0,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,13,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\function\PolynomialFunction2DTest.java,org.jfree.data.function.PolynomialFunction2DTest,testHashCode/0,false,127,3,0,0,0,1,2,5,0,2,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,26,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\function\PolynomialFunction2DTest.java,org.jfree.data.function.PolynomialFunction2DTest,testEquals/0,false,99,3,0,0,0,1,2,9,0,2,0,2,0,0,0,0,0,0,0,8,4,0,0,0,0,0,17,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\function\PolynomialFunction2DTest.java,org.jfree.data.function.PolynomialFunction2DTest,testGetCoefficients/0,false,73,3,0,0,0,1,2,7,0,2,0,2,0,0,0,0,0,0,0,8,3,0,0,0,0,0,15,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\function\PolynomialFunction2DTest.java,org.jfree.data.function.PolynomialFunction2DTest,testConstructor/0,false,54,3,0,0,0,2,3,12,0,2,0,3,0,0,0,0,1,0,0,4,4,0,1,0,0,0,21,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\legend\LegendTitleTest.java,org.jfree.chart.legend.LegendTitleTest,testSerialization/0,false,146,4,1,0,1,1,3,7,0,3,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,14,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\legend\LegendTitleTest.java,org.jfree.chart.legend.LegendTitleTest,testCloning/0,false,123,3,0,0,0,1,9,15,0,4,0,9,0,0,0,0,0,0,0,16,4,0,0,0,0,0,22,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\legend\LegendTitleTest.java,org.jfree.chart.legend.LegendTitleTest,testEquals/0,false,66,3,0,0,0,1,8,30,0,3,0,8,0,0,0,0,0,0,2,10,3,0,0,0,0,0,19,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\chart\legend\LegendTitleTest.java,org.jfree.chart.legend.LegendTitleTest,testHashcode/0,false,109,3,0,0,0,1,2,9,0,5,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\DefaultKeyedValues2DTest.java,org.jfree.data.DefaultKeyedValues2DTest,testGetRowKey/0,false,207,2,0,0,0,2,4,21,0,2,0,4,0,0,0,0,1,0,13,10,4,0,1,0,0,0,22,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\DefaultKeyedValues2DTest.java,org.jfree.data.DefaultKeyedValues2DTest,testRemoveRow/0,false,289,2,0,0,0,2,2,11,0,2,0,2,0,0,0,0,1,0,0,1,3,0,1,0,0,0,20,1,0,true
C:\Users\stefa\Desktop\IFT3913\TP2\IFT3913_TP1\..\..\jfreechart\src\test\java\org\jfree\data\DefaultKeyedValues2DTest.java,org.jfree.data.DefaultKeyedValues2DTest,testColumnCount/0,false,161,2,0,0,0,1,3,8,0,1,0,3,0,0,0,0,0,0,4,5,1,0,0,0,0,0,11,1,0,true
